,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
5470,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5471,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5472,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5473,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5474,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5475,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5476,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5477,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5478,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5479,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5480,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5481,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5482,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5483,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5484,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5485,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5486,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5487,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5488,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5489,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5490,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5491,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5492,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5493,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5494,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5495,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5496,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5497,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5498,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5499,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5500,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5501,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5502,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5503,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5504,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5505,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5506,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5507,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5508,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5509,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5510,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5511,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5512,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5513,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5514,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5515,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5516,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5517,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5518,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5519,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5520,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5521,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5522,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5523,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5524,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5525,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5526,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5527,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5528,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5529,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5530,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5531,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5532,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5533,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5534,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
5535,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
